ASX Code,Date,Price sens.,Headline
MVF,06/06/2024  4:44 PM,,Ceasing to be a substantial holder  3  pages  154.9KB
TLG,06/06/2024  4:43 PM,,Talga Presentation-Euroz Hartleys EV Anode & Graphite Forum  21  pages  6.5MB
AFI,06/06/2024  4:37 PM,,Key Dates  1  page  68.0KB
GMV,06/06/2024  4:37 PM,,Monthly Disclosure Information as at 31 May 2024  1  page  152.8KB
JAV,06/06/2024  4:37 PM,,Cleansing Notice  1  page  320.6KB
JAV,06/06/2024  4:31 PM,,Application for quotation of securities - JAV  6  pages  18.5KB
IMB,06/06/2024  4:29 PM,,Becoming a substantial holder  4  pages  248.4KB
CTW,06/06/2024  4:27 PM,,CitiFirst MINIs Strike Changes effective 7 Jun 2024  38  pages  3.3MB
CTW,06/06/2024  4:27 PM,,CitiFirst Instal MINIs Strike Changes effective 7 Jun 2024  13  pages  1.5MB
GLN,06/06/2024  4:24 PM,,Update - Proposed issue of securities - GLN  6  pages  22.5KB
MEM,06/06/2024  4:24 PM,,Details of Company Address  1  page  155.6KB
CYM,06/06/2024  4:23 PM,,Notification regarding unquoted securities - CYM  6  pages  18.8KB
APF,06/06/2024  4:23 PM,,Apps & Reds May 24 - Dexus Asian REIT Fund - APF02  1  page  225.4KB
CTW,06/06/2024  4:22 PM,,CitiFirst MINIs Stop Loss Event trigger date 6 Jun 2024  1  page  86.7KB
SDF,06/06/2024  4:22 PM,,Ceasing to be a substantial holder from CBA  9  pages  294.8KB
CBA,06/06/2024  4:22 PM,,Ceasing to be a substantial holder for SDF  9  pages  294.8KB
APF,06/06/2024  4:21 PM,,Apps & Reds May 24 - Dexus AREIT Fund - APF01  1  page  228.3KB
APF,06/06/2024  4:19 PM,,Fund Distribution May 24 - Dexus Asian REIT Fund - APF02  1  page  223.6KB
APF,06/06/2024  4:17 PM,,Fund Distribution May 24 - Dexus AREIT Fund - APF01  1  page  226.7KB
KCC,06/06/2024  4:15 PM,,Amendment to Appendix 4A  3  pages  201.3KB
M2M,06/06/2024  4:13 PM,,Application for quotation of securities - M2M  6  pages  18.1KB
SLR,06/06/2024  4:08 PM,,Ceasing to be a substantial holder  9  pages  156.7KB
KAR,06/06/2024  4:06 PM,,Letter to Shareholders  3  pages  259.6KB
AAS,06/06/2024  4:06 PM,,AASF Fund Update - May 2024  2  pages  386.8KB
PIC,06/06/2024  4:02 PM,,Daily Net Tangible Asset Statement  1  page  233.8KB
RNT,06/06/2024  4:01 PM,,Appendix 3Y - J Wood  3  pages  235.9KB
BKG,06/06/2024  3:51 PM,,Directors Interest Notice corrections  7  pages  368.0KB
IGO,06/06/2024  3:48 PM,,Change in substantial holding for BUX  17  pages  632.5KB
BUX,06/06/2024  3:48 PM,,Change in substantial holding from IGO  17  pages  632.5KB
MLC,06/06/2024  3:47 PM,,mFund - Monthly Redemption Report - MLC01 - MLC02 - MLC03  1  page  55.6KB
FEP,06/06/2024  3:45 PM,,mFund - Monthly Redemption Report - FEP01  1  page  44.7KB
ANT,06/06/2024  3:44 PM,,mFund - Monthly Redemption Report - ANT01  1  page  60.5KB
IRX,06/06/2024  3:42 PM,,Change of Director's Interest Notice - Sean Williams  2  pages  307.7KB
ROC,06/06/2024  3:39 PM,,Cashflow Position Update  2  pages  452.3KB
RNU,06/06/2024  3:38 PM,,Euroz Hartleys EV Anode & Graphite Forum  29  pages  4.2MB
INT,06/06/2024  3:36 PM,,mFund - Monthly Redemption Report - INT01  1  page  44.4KB
FRG,06/06/2024  3:32 PM,,"Redemptions, Units on Issue and OTC April 2024 (CORRECTION)  1  page  103.6KB"
FRA,06/06/2024  3:32 PM,,"Redemptions, Units on Issue and OTC April 2024 (CORRECTION)  1  page  103.6KB"
AGA,06/06/2024  3:29 PM,,mFund - Monthly Redemption Report - AGA01  1  page  55.5KB
ARG,06/06/2024  3:28 PM,,Monthly NTA & Investment Update - 31 May 2024  2  pages  3.5MB
TBN,06/06/2024  3:28 PM,,Notice of General Meeting/Proxy Form  87  pages  1.7MB
ELS,06/06/2024  3:26 PM,,Cleansing Notice  2  pages  571.5KB
SKC,06/06/2024  3:20 PM,,UPDATE ON SOUTH AUSTRALIAN CASINO DUTY DISPUTE  2  pages  457.6KB
ELS,06/06/2024  3:19 PM,,Application for quotation of securities - ELS  8  pages  20.8KB
DAO,06/06/2024  3:19 PM,,Number of Outstanding Units and Redemptions  1  page  218.5KB
BAO,06/06/2024  3:19 PM,,Number of Outstanding Units and Redemptions  1  page  218.5KB
AVM,06/06/2024  3:14 PM,,Notification of cessation of securities - AVM  4  pages  14.9KB
MKA,06/06/2024  3:12 PM,,MKAX - Monthly Redemption and Units on Issue - May 24  2  pages  341.5KB
PPS,06/06/2024  3:05 PM,,Notification of cessation of securities - PPS  4  pages  14.9KB
OML,06/06/2024  3:04 PM,,Change of Director's Interest Notice - C O'Connor  2  pages  318.0KB
NAB,06/06/2024  3:03 PM,,Update - Dividend/Distribution - NABPK  5  pages  20.2KB
AVH,06/06/2024  3:02 PM,,Statement of CDIs on issue - AVH  6  pages  22.5KB
OML,06/06/2024  2:59 PM,,Notification regarding unquoted securities - OML  6  pages  19.2KB
MOG,06/06/2024  2:57 PM,,MOGL May 2024 Monthly Report  2  pages  340.5KB
CC9,06/06/2024  2:54 PM,,Restricted securities to be released from escrow  1  page  523.3KB
MAQ,06/06/2024  2:34 PM,,Change in substantial holding  4  pages  1.0MB
GCI,06/06/2024  2:32 PM,,Net Tangible Asset Backing  1  page  291.4KB
GBE,06/06/2024  2:30 PM,,Cleansing Notice under section 708A of the Corporations Act  1  page  161.5KB
L1I,06/06/2024  2:30 PM,,Unitholder Monthly Report for May 2024  3  pages  441.0KB
GBE,06/06/2024  2:28 PM,,Application for quotation of securities - GBE  6  pages  18.4KB
MXT,06/06/2024  2:24 PM,,Daily Fund Update  1  page  159.1KB
TRM,06/06/2024  2:18 PM,,Non-Renounceable Rights Issue - amended dates  26  pages  750.6KB
NAB,06/06/2024  2:12 PM,,Dividend/Distribution - NABPK  5  pages  20.2KB
IG6,06/06/2024  2:06 PM,,Change of Director's Interest Notice x3  11  pages  385.5KB
FND,06/06/2024  2:05 PM,,FND AICC - FinTech Australia Presentation  10  pages  2.2MB
LGM,06/06/2024  2:03 PM,,LGM Webinar Notification  3  pages  313.1KB
IG6,06/06/2024  2:03 PM,,Application for quotation of securities - IG6  6  pages  18.4KB
ALU,06/06/2024  2:01 PM,,Scheme Booklet Registered with ASIC  214  pages  4.9MB
TRM,06/06/2024  2:00 PM,,Disclosure Document - Cleansing statement  2  pages  216.7KB
RAC,06/06/2024  1:58 PM,,Notification regarding unquoted securities - RAC  8  pages  21.0KB
RAC,06/06/2024  1:57 PM,,Application for quotation of securities - RAC  9  pages  23.7KB
KNG,06/06/2024  1:57 PM,,Release from Escrow  1  page  218.3KB
CBA,06/06/2024  1:55 PM,,259C - June 2024 - Updated  6  pages  157.7KB
PE5,06/06/2024  1:55 PM,,FY23 Trust Financials  17  pages  444.1KB
PE4,06/06/2024  1:52 PM,,FY23 Trust Financials  17  pages  488.9KB
PP1,06/06/2024  1:51 PM,,FY23 Trust Financials  17  pages  526.5KB
EVG,06/06/2024  1:46 PM,,Graphite and Anode Forum Presentation  21  pages  12.5MB
PEA,06/06/2024  1:45 PM,,FY23 Trust Financials  17  pages  489.1KB
CBE,06/06/2024  1:45 PM,,Sydney Mining Club Presentation - Updated  18  pages  5.9MB
THL,06/06/2024  1:45 PM,,Ongoing Disclosure Notice  3  pages  48.0KB
AET,06/06/2024  1:44 PM,,AE Intl Shares Fd - Monthly Redemption Report - AET03  1  page  106.2KB
AET,06/06/2024  1:44 PM,,AE Income Fd - Monthly Redemption Report - AET06  1  page  106.9KB
AET,06/06/2024  1:42 PM,,AE High Growth Fd - Monthly Redemption Report - AET01  1  page  106.5KB
AET,06/06/2024  1:42 PM,,AE Fixed Int Fd - Monthly Redemption Report - AET02  1  page  108.4KB
AET,06/06/2024  1:41 PM,,AE Emerg Co Fund - Monthly Redemption Report - AET07  1  page  104.4KB
AET,06/06/2024  1:40 PM,,AE Div Shares Fund - Monthly Redemption Report - AET05  1  page  106.5KB
AET,06/06/2024  1:40 PM,,AE Bal Fund - Monthly Redemption Report - AET08  1  page  106.7KB
AET,06/06/2024  1:40 PM,,AE Aus Shares Fund - Monthly Redemption Report - AET04  1  page  106.2KB
PEV,06/06/2024  1:39 PM,,FY23 Trust Financials  17  pages  444.0KB
NTU,06/06/2024  1:39 PM,,Results of Meeting  3  pages  199.0KB
FTL,06/06/2024  1:38 PM,,Investor Presentation - York Harbour Copper Acquisition  15  pages  3.6MB
LSR,06/06/2024  1:36 PM,,Cancel - Proposed issue of securities - LSR  7  pages  25.5KB
SLR,06/06/2024  1:34 PM,,Change of Director's Interest Notice  3  pages  183.8KB
SGI,06/06/2024  1:30 PM,,Stealth-Force Acquisition Presentation Briefing  33  pages  4.9MB
NAB,06/06/2024  1:28 PM,,NAB completes NAB Capital Notes 8 offer  5  pages  195.9KB
CBE,06/06/2024  1:25 PM,,Sydney Mining Club Presentation  18  pages  6.3MB
